company,specific_bean_origin,review_year,cocoa_percent,company_location,rating,bean_type,broad_bean_origin,company_imp,specific_bean_origin_imp,review_year_imp,cocoa_percent_imp,company_location_imp,rating_imp,bean_type_imp,broad_bean_origin_imp
Ambrosia,Venezuela,2015,0.7,Canada,3.25,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ambrosia,Peru,2015,0.68,Canada,3.5,Trinitario,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Amedei,"Piura, Blanco de Criollo",2012,0.7,Italy,3.75,Trinitario,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Amedei,Porcelana,2007,0.7,Italy,4,Criollo (Porcelana),Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amedei,Chuao,2007,0.7,Italy,5,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amedei,Ecuador,2007,0.7,Italy,3,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amedei,Jamaica,2007,0.7,Italy,3,Trinitario,Jamaica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amedei,Grenada,2007,0.7,Italy,3.5,Trinitario,Grenada,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amedei,Venezuela,2007,0.7,Italy,3.75,Trinitario (85% Criollo),Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amedei,Madagascar,2007,0.7,Italy,4,Trinitario (85% Criollo),Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Amedei,Trinidad,2007,0.7,Italy,3.5,Trinitario,Trinidad-Tobago,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMMA,Catongo,2013,0.75,Brazil,3.25,Forastero (Catongo),Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMMA,"Monte Alegre, 3 diff. plantations",2010,0.85,Brazil,2.75,Forastero (Parazinho),Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMMA,"Monte Alegre, 3 diff. plantations",2010,0.5,Brazil,3.75,Forastero (Parazinho),Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMMA,"Monte Alegre, 3 diff. plantations",2010,0.75,Brazil,3.75,Forastero (Parazinho),Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMMA,"Monte Alegre, 3 diff. plantations",2010,0.6,Brazil,4,Forastero (Parazinho),Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Anahata,Elvesia,2014,0.75,U.S.A.,3,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Animas,Alto Beni,2016,0.75,U.S.A.,3.5,Trinitario,Bolivia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ara,Madagascar,2014,0.75,France,3,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ara,Chiapas,2014,0.72,France,2.5,Criollo,Mexico,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ara,Equateur,2014,0.75,France,2.75,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ara,Trincheras,2014,0.75,France,3,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,San Juan,2016,0.7,U.S.A.,3.5,Trinitario,Trinidad-Tobago,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Arete,Kokoa Kamili,2016,0.7,U.S.A.,3.75,Trinitario,Tanzania,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Tien Giang,2016,0.73,U.S.A.,3.5,Trinitario,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Arete,Hacienda Victoria,2016,0.7,U.S.A.,3.25,EET,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Costa Esmeraldas,2016,0.7,U.S.A.,3.25,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Lachua,2016,0.7,U.S.A.,3.5,Trinitario,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Rugoso,2016,0.7,U.S.A.,3.75,Trinitario,Nicaragua,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,"La Masica, FHIA",2016,0.7,U.S.A.,3.5,Trinitario,Honduras,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,"Coto Brus, Terciopelo",2016,0.7,U.S.A.,4,Amazon mix,Costa Rica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Phantom,2016,0.7,U.S.A.,4,Forastero (Nacional),Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Arete,Elvesia,2016,0.7,U.S.A.,3.75,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Matasawalevu,2016,0.7,U.S.A.,3.25,Forastero,Fiji,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Lam Dong,2016,0.73,U.S.A.,3.25,Trinitario,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Fazenda Camboa,2015,0.7,U.S.A.,3.5,Trinitario,Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Nacional,2015,0.68,U.S.A.,3.5,Forastero (Nacional),Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Arete,"Puerto Quito, heirloom",2015,0.7,U.S.A.,3.75,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Arete,Oko Caribe,2015,0.7,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Maya Mountain,2015,0.7,U.S.A.,3.75,Trinitario,Belize,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Arete,Chuno,2015,0.7,U.S.A.,4,"Criollo, Trinitario",Nicaragua,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Arete,Fazenda Camboa,2015,0.75,U.S.A.,2.75,Trinitario,Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Guatemala,2015,0.7,U.S.A.,3.25,Trinitario,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arete,Camino Verde,2015,0.75,U.S.A.,3.5,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",2013,0.72,U.K.,3.25,Trinitario,Trinidad-Tobago,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Artisan du Chocolat,"Colombia, Casa Luker",2012,0.72,U.K.,3.75,Forastero,Colombia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Artisan du Chocolat,Haiti,2011,0.72,U.K.,4,Criollo,Haiti,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Artisan du Chocolat,Panama,2011,0.72,U.K.,2.75,Trinitario,Panama,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Artisan du Chocolat,Venezuela,2010,1,U.K.,1.75,Forastero,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Artisan du Chocolat,Jamaica,2010,0.72,U.K.,3.75,Trinitario,Jamaica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Artisan du Chocolat,Costa Rica,2010,0.72,U.K.,3.25,Trinitario,Costa Rica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Artisan du Chocolat,Ba Ria Vung Tau Province,2010,0.72,U.K.,3.25,Trinitario,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Artisan du Chocolat,Bali,2010,0.72,U.K.,3.5,Trinitario,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Artisan du Chocolat,"Ocumare, Venezuela",2009,0.75,U.K.,2.5,"Criollo, Trinitario",Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Artisan du Chocolat,Java,2009,0.72,U.K.,2.75,Trinitario,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Artisan du Chocolat,Brazil Rio Doce,2009,0.72,U.K.,1.75,Trinitario,Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Artisan du Chocolat,Madagascar,2009,0.8,U.K.,3,"Criollo, Trinitario",Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Artisan du Chocolat,Peru,2009,0.75,U.K.,3,Criollo,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Artisan du Chocolat,Dominican Republic,2009,0.72,U.K.,3.25,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Artisan du Chocolat,Congo,2008,0.72,U.K.,3.75,Forastero,Congo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Artisan du Chocolat (Casa Luker),"Orinoqua Region, Arauca",2013,0.72,U.K.,2.75,Trinitario,Colombia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Askinosie,Mababa,2016,0.68,U.S.A.,3.75,Trinitario,Tanzania,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Askinosie,"Tenende, Uwate",2011,0.72,U.S.A.,3.75,Trinitario,Tanzania,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Askinosie,Cortes,2011,0.7,U.S.A.,3.75,Trinitario,Honduras,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Askinosie,Davao,2009,0.77,U.S.A.,3.75,Trinitario,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Askinosie,Xoconusco,2007,0.75,U.S.A.,2.5,Trinitario,Mexico,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Askinosie,San Jose del Tambo,2007,0.7,U.S.A.,3,Forastero (Arriba),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bahen & Co.,Papua New Guinea,2015,0.7,Australia,3.5,Trinitario,Papua New Guinea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bahen & Co.,Sambirano,2012,0.7,Australia,3,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bahen & Co.,Bahia,2012,0.7,Australia,2.5,Forastero (Parazinho),Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bakau,"Bambamarca, 2015",2015,0.7,Peru,2.75,Trinitario,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bakau,"Huallabamba, 2015",2015,0.7,Peru,3.5,Trinitario,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bar Au Chocolat,Bahia,2015,0.7,U.S.A.,3.5,Forastero (Nacional),Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bar Au Chocolat,Maranon Canyon,2014,0.7,U.S.A.,4,Forastero (Nacional),Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bar Au Chocolat,Duarte Province,2012,0.7,U.S.A.,3.25,Blend,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bar Au Chocolat,Chiapas,2012,0.7,U.S.A.,3.5,Forastero (Nacional),Mexico,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bar Au Chocolat,Sambirano,2012,0.7,U.S.A.,3.75,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Baravelli's,single estate,2012,0.8,Wales,2.75,Forastero,Costa Rica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Batch,"Dominican Republic, Batch 3",2016,0.65,U.S.A.,3.5,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Batch,Brazil,2016,0.7,U.S.A.,3.75,Trinitario,Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Batch,Ecuador,2016,0.65,U.S.A.,3.25,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Beau Cacao,"Asajaya E, NW Borneo, b. #132/4500",2017,0.73,U.K.,3,Trinitario,Malaysia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Beau Cacao,"Serian E., NW Borneo, b. #134/3800",2017,0.72,U.K.,3.25,Trinitario,Malaysia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Beehive,"Brazil, Batch 20316",2016,0.8,U.S.A.,2.75,Trinitario,Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Beehive,"Dominican Republic, Batch 31616",2016,0.7,U.S.A.,2.75,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Beehive,"Ecuador, Batch 31516",2016,0.7,U.S.A.,2.75,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Beehive,Ecuador,2016,0.9,U.S.A.,2.75,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Belcolade,Costa Rica,2010,0.64,Belgium,2.75,Forastero,Costa Rica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Belcolade,Papua New Guinea,2010,0.64,Belgium,2.75,Trinitario,Papua New Guinea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Belcolade,Peru,2010,0.64,Belgium,2.75,Criollo,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Belcolade,Ecuador,2010,0.71,Belgium,3.5,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
